Cues,Targets,FSG,BSG,Symm
FRESH,STALE,0.148,0.028,0.120
SUMMIT,PEAK,0.149,0.028,0.121
BUMPY,ROUGH,0.150,0.028,0.122
HEART,LOVE,0.151,0.028,0.123
FACTORY,WORKER,0.152,0.028,0.124
HUNTING,DEER,0.153,0.028,0.125
SOME,FEW,0.157,0.028,0.129
RETURN,LEAVE,0.158,0.028,0.130
BARGAIN,DEAL,0.159,0.028,0.131
CUT,BLOOD,0.168,0.028,0.140
MEDAL,AWARD,0.170,0.028,0.142
INTROVERT,SHY,0.176,0.028,0.148
PITCH,THROW,0.181,0.028,0.153
INTENT,PURPOSE,0.188,0.028,0.160
TEAM,FOOTBALL,0.189,0.028,0.161
HAM,PIG,0.192,0.028,0.164
VANITY,MIRROR,0.193,0.028,0.165
HANDSOME,CUTE,0.196,0.028,0.168
CURTAIN,ROD,0.213,0.028,0.185
TABLET,PILL,0.219,0.028,0.191
BEAUTIFUL,UGLY,0.229,0.028,0.201
ANNIHILATE,DESTROY,0.232,0.028,0.204
PHANTOM,OPERA,0.236,0.028,0.208
INSTANT,NOW,0.241,0.028,0.213
HERE,NOW,0.243,0.028,0.215
SLOB,MESSY,0.243,0.028,0.215
COCAINE,DRUGS,0.250,0.028,0.222
MINISTER,PRIEST,0.250,0.028,0.222
AGENDA,SCHEDULE,0.259,0.028,0.231
BIZARRE,WEIRD,0.260,0.028,0.232
ILLEGAL,DRUGS,0.273,0.028,0.245
HERB,SPICE,0.282,0.028,0.254
MEND,SEW,0.297,0.028,0.269
RABBI,PRIEST,0.304,0.028,0.276
PROPRIETOR,OWNER,0.340,0.028,0.312
CONCERN,WORRY,0.352,0.028,0.324
SOMETIMES,ALWAYS,0.372,0.028,0.344
STADIUM,FOOTBALL,0.375,0.028,0.347
PRETEND,FAKE,0.379,0.028,0.351
PARCEL,PACKAGE,0.384,0.028,0.356
KNOT,ROPE,0.394,0.028,0.366
CHOIR,SING,0.413,0.028,0.385
DIAL,PHONE,0.455,0.028,0.427
LINEN,SHEETS,0.481,0.028,0.453
ESTEEM,SELF,0.584,0.028,0.556
IMMEDIATE,NOW,0.609,0.028,0.581
PLAYTHING,TOY,0.664,0.028,0.636
ADDICT,DRUGS,0.691,0.028,0.663
HARE,RABBIT,0.732,0.028,0.704
TELLER,BANK,0.814,0.028,0.786
COLD,REMEDY,0.011,0.029,-0.018
JOIN,LINK,0.011,0.029,-0.018
PUSH,CART,0.011,0.029,-0.018
MONOTONOUS,ROUTINE,0.013,0.029,-0.016
ATHLETE,PLAYER,0.014,0.029,-0.015
BLOW,BUBBLE,0.014,0.029,-0.015
CARE,NEGLECT,0.014,0.029,-0.015
CONFLICT,PERSONALITY,0.014,0.029,-0.015
DETERMINE,CALCULATE,0.014,0.029,-0.015
FREEDOM,FREE,0.014,0.029,-0.015
INCREASE,ACCELERATE,0.014,0.029,-0.015
LENGTH,METER,0.014,0.029,-0.015
OPPORTUNITY,EQUAL,0.014,0.029,-0.015
SECRETARY,EXECUTIVE,0.014,0.029,-0.015
SHACK,MANSION,0.014,0.029,-0.015
SLAVE,FREE,0.014,0.029,-0.015
THEORY,EXPERIMENT,0.014,0.029,-0.015
KITCHEN,POT,0.015,0.029,-0.014
SCIENCE,SCIENTIST,0.016,0.029,-0.013
STICKY,STUCK,0.017,0.029,-0.012
SHIRT,SLACKS,0.019,0.029,-0.010
VOTE,CAMPAIGN,0.019,0.029,-0.010
ALIKE,TWIN,0.020,0.029,-0.009
ANGLE,CORNER,0.020,0.029,-0.009
CHAOS,ORDER,0.020,0.029,-0.009
REMEMBER,RECALL,0.094,0.528,-0.434
BRANCH,TWIG,0.094,0.392,-0.298
FENCE,GATE,0.094,0.353,-0.259
HYGIENE,TOOTHBRUSH,0.020,0.029,-0.009
HYPOTHESIS,EXPERIMENT,0.020,0.029,-0.009
PORCELAIN,CERAMIC,0.020,0.029,-0.009
PROBLEM,STRESS,0.020,0.029,-0.009
TROPHY,REWARD,0.02,0.029,-0.009
UNCOMFORTABLE,TIGHT,0.02,0.029,-0.009
AFRAID,FRIGHT,0.021,0.029,-0.008
BOIL,POT,0.021,0.029,-0.008
SPECIAL,FAVORITE,0.021,0.029,-0.008
CLAY,CERAMIC,0.023,0.029,-0.006
EVEN,EQUAL,0.023,0.029,-0.006
FAIR,EQUAL,0.023,0.029,-0.006
VEGETABLE,CORN,0.023,0.029,-0.006
SCIENCE,LAB,0.024,0.029,-0.005
WEST,DIRECTION,0.024,0.029,-0.005
GRAPH,PLOT,0.026,0.029,-0.003
ORGANIZE,ORDER,0.028,0.029,-0.001
PUNISHMENT,REWARD,0.028,0.029,-0.001
TURN,CORNER,0.028,0.029,-0.001
MASS,MATTER,0.030,0.029,0.001
TROUSERS,SLACKS,0.032,0.029,0.003
LIST,ORDER,0.035,0.029,0.006
TEST TUBE,LAB,0.039,0.029,0.010
AMERICA,FREE,0.041,0.029,0.012
DEGRADE,INSULT,0.041,0.029,0.012
RIDER,DRIVER,0.041,0.029,0.012
CASTLE,MANSION,0.042,0.029,0.013
OBEY,ORDER,0.042,0.029,0.013
EXPERIMENT,CHEMISTRY,0.043,0.029,0.014
MOTION,WAVE,0.043,0.029,0.014
CARRIAGE,CART,0.046,0.029,0.017
VIRGIN,INNOCENT,0.046,0.029,0.017
PSALM,HYMN,0.048,0.029,0.019
REMARK,STATEMENT,0.048,0.029,0.019
VICTIM,INNOCENT,0.053,0.029,0.024
PANTS,TIGHT,0.054,0.029,0.025
YELLOW,BRIGHT,0.054,0.029,0.025
NET,BASKETBALL,0.055,0.029,0.026
APARTMENT,COMPLEX,0.056,0.029,0.027
NEVER,NO,0.056,0.029,0.027
MANAGER,EMPLOYEE,0.061,0.029,0.032
SIP,STRAW,0.061,0.029,0.032
AWARD,REWARD,0.062,0.029,0.033
DEPTH,SHALLOW,0.062,0.029,0.033
CHARM,PERSONALITY,0.067,0.029,0.038
DEPTH,WIDTH,0.069,0.029,0.040
ACCIDENT,MISTAKE,0.074,0.029,0.045
LIT,CANDLE,0.075,0.029,0.046
GOAL,SCORE,0.081,0.029,0.052
HOT,TUB,0.088,0.029,0.059
ASPHALT,PAVEMENT,0.089,0.029,0.060
WORRY,STRESS,0.092,0.029,0.063
CLUE,MYSTERY,0.094,0.029,0.065
VERB,ACTION,0.101,0.029,0.072
ICE,WATER,0.103,0.029,0.074
KLEENEX,SNEEZE,0.105,0.029,0.076
NUCLEUS,CELL,0.105,0.029,0.076
ROBOT,MECHANICAL,0.107,0.029,0.078
COMPLICATED,COMPLEX,0.115,0.029,0.086
MAP,DIRECTION,0.118,0.029,0.089
MARINES,NAVY,0.125,0.029,0.096
CHARACTER,PERSONALITY,0.161,0.029,0.132
TRUCK,DRIVER,0.169,0.029,0.140
QUIET,NOISY,0.195,0.029,0.166
RACQUETBALL,TENNIS,0.196,0.029,0.167
TRAP,MOUSE,0.197,0.029,0.168
WIMP,WEAK,0.208,0.029,0.179
BURST,BUBBLE,0.209,0.029,0.180
PAVEMENT,SIDEWALK,0.210,0.029,0.181
KETTLE,POT,0.234,0.029,0.205
APATHY,SYMPATHY,0.257,0.029,0.228
REFUSE,NO,0.272,0.029,0.243
PISSED,MAD,0.311,0.029,0.282
GENUINE,REAL,0.324,0.029,0.295
SANDALS,SHOES,0.351,0.029,0.322
ALLERGY,SNEEZE,0.407,0.029,0.378
SNEAKERS,SHOES,0.430,0.029,0.401
CHAMPION,WINNER,0.448,0.029,0.419
COMPASS,DIRECTION,0.519,0.029,0.490
GRAMMAR,ENGLISH,0.528,0.029,0.499
SCENT,SMELL,0.625,0.029,0.596
UNSOLVED,MYSTERY,0.625,0.029,0.596
POSTAGE,STAMP,0.740,0.029,0.711
FAMILY,HOUSE,0.010,0.03,-0.020
MOMENT,PRECIOUS,0.010,0.03,-0.020
MOTHER,CHILD,0.010,0.03,-0.020
BOWL,SAUCER,0.011,0.03,-0.019
FREEZE,MELT,0.011,0.03,-0.019
HUG,BEAR,0.011,0.03,-0.019
LISTEN,LECTURE,0.011,0.03,-0.019
PAINT,SPRAY,0.012,0.03,-0.018
CHAIR,ARM,0.013,0.03,-0.017
OPPOSITE,OTHER,0.013,0.03,-0.017
RECREATION,PLAYGROUND,0.013,0.03,-0.017
WAX,MELT,0.013,0.03,-0.017
PIZZA,PEPPERONI,0.095,0.849,-0.754
WORK,JOB,0.095,0.567,-0.472
BASS,TREBLE,0.095,0.487,-0.392
GRAND,CANYON,0.095,0.483,-0.388
MONK,MONASTERY,0.095,0.462,-0.367
FEET,HANDS,0.095,0.396,-0.301
PRETTY,BEAUTIFUL,0.095,0.389,-0.294
RENT,LEASE,0.095,0.349,-0.254
DENY,REGRET,0.014,0.03,-0.016
FEAR,SNAKE,0.014,0.03,-0.016
FOREHEAD,TEMPLE,0.014,0.03,-0.016
IMPORTANT,VALUABLE,0.014,0.03,-0.016
INSTANT,MOMENT,0.014,0.03,-0.016
LODGE,MOOSE,0.014,0.03,-0.016
MINERAL,VEGETABLE,0.014,0.03,-0.016
PEOPLE,WORLD,0.014,0.03,-0.016
PERSONALITY,INDIVIDUAL,0.014,0.03,-0.016
TEN,DIME,0.014,0.03,-0.016
WINNER,RIBBON,0.014,0.03,-0.016
DESTRUCTION,CONSTRUCTION,0.015,0.03,-0.015
FIELD,FARMER,0.015,0.03,-0.015
CURTAIN,IRON,0.016,0.03,-0.014
NOUN,WORD,0.016,0.03,-0.014
SMOKE,FOG,0.016,0.03,-0.014
SOAP,BATH,0.016,0.03,-0.014
CROWD,BUNCH,0.018,0.03,-0.012
MATH,FIGURE,0.018,0.03,-0.012
MONSTER,GHOST,0.018,0.03,-0.012
BODY,HUMAN,0.020,0.03,-0.010
EARLY,DAWN,0.020,0.03,-0.010
GIRLFRIEND,LOVER,0.020,0.03,-0.010
HONEST,LOYAL,0.020,0.03,-0.010
LAND,FIELD,0.020,0.03,-0.010
MOTHER,GOOSE,0.020,0.03,-0.010
PHOTO,COPY,0.020,0.03,-0.010
PUNISHMENT,RESTRICTION,0.021,0.03,-0.009
TENT,HUT,0.021,0.03,-0.009
LOVER,SPOUSE,0.023,0.03,-0.007
COIN,TOSS,0.024,0.03,-0.006
NEEDLE,SHARP,0.024,0.03,-0.006
FIELD,SOCCER,0.025,0.03,-0.005
BOMB,DESTRUCTION,0.026,0.03,-0.004
TIME,SPACE,0.026,0.03,-0.004
EAST,COAST,0.027,0.03,-0.003
LEOPARD,PANTHER,0.027,0.03,-0.003
ROACH,SPRAY,0.028,0.03,-0.002
MATTER,MASS,0.029,0.03,-0.001
LAKE,FISHING,0.031,0.03,0.001
POLICE,FORCE,0.031,0.03,0.001
SALAD,TOSS,0.031,0.03,0.001
COTTAGE,HUT,0.032,0.03,0.002
AGRICULTURE,FARMER,0.033,0.03,0.003
BOUILLON,BROTH,0.033,0.03,0.003
EXCELLENT,AWESOME,0.034,0.03,0.004
PEST,FLY,0.034,0.03,0.004
QUARTER,COIN,0.034,0.03,0.004
LENGTH,HEIGHT,0.035,0.03,0.005
GROUND,SOIL,0.036,0.03,0.006
DAIRY,CHEESE,0.039,0.03,0.009
SCIENCE,PSYCHOLOGY,0.040,0.03,0.010
ALCOHOL,ABUSE,0.041,0.03,0.011
BOWLING,STRIKE,0.041,0.03,0.011
PIPE,TOBACCO,0.041,0.03,0.011
SLIMY,WORM,0.041,0.03,0.011
CRACKER,SOUP,0.042,0.03,0.012
SEARCH,SEEK,0.042,0.03,0.012
DIAMOND,GOLD,0.043,0.03,0.013
SILK,CLOTH,0.047,0.03,0.017
BARREL,KEG,0.048,0.03,0.018
NECK,SHOULDER,0.048,0.03,0.018
WAY,ROAD,0.048,0.03,0.018
PIG,MUD,0.050,0.03,0.020
SCALP,BALD,0.051,0.03,0.021
CHOCOLATE,MILK,0.054,0.03,0.024
STRAIGHT,FORWARD,0.054,0.03,0.024
WASH,CLOTH,0.054,0.03,0.024
TOAD,WART,0.062,0.03,0.032
MAP,WORLD,0.063,0.03,0.033
PLANTS,FLOWERS,0.066,0.03,0.036
SHAME,EMBARRASS,0.066,0.03,0.036
SAUCER,PLATE,0.067,0.03,0.037
CHOP,WOOD,0.068,0.03,0.038
UNIQUE,INDIVIDUAL,0.068,0.03,0.038
BANQUET,FEAST,0.071,0.03,0.041
STRING,THREAD,0.071,0.03,0.041
DETERIORATE,DECAY,0.076,0.03,0.046
WORM,SNAKE,0.079,0.03,0.049
FALSE,LIE,0.081,0.03,0.051
TUNA,SANDWICH,0.081,0.03,0.051
DISASTER,HURRICANE,0.082,0.03,0.052
HALLOWEEN,GHOST,0.085,0.03,0.055
LOVERS,COUPLE,0.095,0.03,0.065
DIGIT,FINGER,0.102,0.03,0.072
PEANUT BUTTER,SANDWICH,0.107,0.03,0.077
CAFE,RESTAURANT,0.108,0.03,0.078
APPLIANCE,KITCHEN,0.109,0.03,0.079
STRIVE,ACHIEVE,0.139,0.03,0.109
FUNERAL,DEAD,0.142,0.03,0.112
NUTS,RAISIN,0.143,0.03,0.113
HAZARD,DANGEROUS,0.156,0.03,0.126
ENTERTAINMENT,MOVIE,0.169,0.03,0.139
JUST,FAIR,0.175,0.03,0.145
GROUND,DIRT,0.176,0.03,0.146
SMOOTH,SOFT,0.181,0.03,0.151
CUSHION,PILLOW,0.194,0.03,0.164
UNSURE,SURE,0.195,0.03,0.165
GENTLE,SOFT,0.196,0.03,0.166
PUDDLE,MUD,0.200,0.03,0.170
PATH,ROAD,0.228,0.03,0.198
RAG,CLOTH,0.245,0.03,0.215
AD,NEWSPAPER,0.252,0.03,0.222
PAVEMENT,ROAD,0.254,0.03,0.224
HAUNT,GHOST,0.261,0.03,0.231
LOG,WOOD,0.279,0.03,0.249
RAZOR,SHARP,0.306,0.03,0.276
PEBBLE,STONE,0.309,0.03,0.279
CRUDE,RUDE,0.313,0.03,0.283
PURPOSE,REASON,0.317,0.03,0.287
SPHINX,EGYPT,0.318,0.03,0.288
CARBON,COPY,0.373,0.03,0.343
HAYSTACK,NEEDLE,0.418,0.03,0.388
CLOAK,DAGGER,0.441,0.03,0.411
RIDDLE,JOKE,0.442,0.03,0.412
BLOOM,FLOWER,0.593,0.03,0.563
GHOUL,GHOST,0.649,0.03,0.619
CANARY,BIRD,0.692,0.03,0.662
FACT,MYTH,0.010,0.031,-0.021
PLAN,PROCEDURE,0.010,0.031,-0.021
CANAL,DITCH,0.011,0.031,-0.020
GRACE,STYLE,0.011,0.031,-0.020
ANIMALS,NATURE,0.013,0.031,-0.018
CHRIST,CHRISTIAN,0.013,0.031,-0.018
OUTSIDE,NATURE,0.013,0.031,-0.018
SNUGGLE,COZY,0.013,0.031,-0.018
CAGE,ZOO,0.014,0.031,-0.017
FUNERAL,CASKET,0.014,0.031,-0.017
PRESENT,BOX,0.014,0.031,-0.017
QUESTION,TEST,0.014,0.031,-0.017
RECEIVE,PAY,0.014,0.031,-0.017
WILDERNESS,NATURE,0.014,0.031,-0.017
SAVE,STORE,0.017,0.031,-0.014
CRIMINAL,PRISONER,0.019,0.031,-0.012
CANCER,SMOKE,0.020,0.031,-0.011
DEEP,PURPLE,0.020,0.031,-0.011
FLORIDA,ORANGE,0.020,0.031,-0.011
JESUS,CHRISTIAN,0.020,0.031,-0.011
MAGIC,DISAPPEAR,0.020,0.031,-0.011
SINK,SHIP,0.020,0.031,-0.011
SPONGE,MOP,0.020,0.031,-0.011
DISGUSTING,NASTY,0.021,0.031,-0.010
ELEPHANT,ZOO,0.021,0.031,-0.010
FLOOR,ROOF,0.021,0.031,-0.010
CHAIN,FENCE,0.022,0.031,-0.009
SCARE,SCREAM,0.022,0.031,-0.009
RED,ORANGE,0.024,0.031,-0.007
MOONLIGHT,MOON,0.027,0.031,-0.004
THOUGHT,IMAGE,0.027,0.031,-0.004
TUNNEL,BRIDGE,0.027,0.031,-0.004
GRAVE,DIG,0.028,0.031,-0.003
FISHING,LAKE,0.030,0.031,-0.001
FORCE,POLICE,0.030,0.031,-0.001
TOSS,SALAD,0.03,0.031,-0.001
EXCHANGE,FOREIGN,0.033,0.031,0.002
FEET,FOOT,0.034,0.031,0.003
HYGIENE,PERSONAL,0.034,0.031,0.003
NYLON,SILK,0.034,0.031,0.003
PIT,PLUM,0.035,0.031,0.004
PAINT,PICTURE,0.036,0.031,0.005
SLACKS,DRESS,0.038,0.031,0.007
STRING,YARN,0.039,0.031,0.008
LIGHT,SUN,0.040,0.031,0.009
VEGETABLES,SALAD,0.041,0.031,0.010
COMFORT,LUXURY,0.042,0.031,0.011
COWBOY,WEST,0.042,0.031,0.011
HE,HIM,0.046,0.031,0.015
BELL,CHURCH,0.047,0.031,0.016
ENVIRONMENT,NATURE,0.047,0.031,0.016
EAR,SOUND,0.049,0.031,0.018
DOLPHIN,WHALE,0.050,0.031,0.019
DOCTOR,SICK,0.051,0.031,0.020
RULER,KING,0.052,0.031,0.021
ASPHALT,TAR,0.055,0.031,0.024
PLUM,PEACH,0.055,0.031,0.024
NATIVE,FOREIGN,0.056,0.031,0.025
CRIMINAL,LAW,0.058,0.031,0.027
EUROPE,FOREIGN,0.061,0.031,0.030
HOOP,LOOP,0.063,0.031,0.032
SHOWER,CURTAIN,0.076,0.031,0.045
DETERGENT,LAUNDRY,0.078,0.031,0.047
BOWL,CEREAL,0.083,0.031,0.052
MUMMY,TOMB,0.084,0.031,0.053
WAIT,LINE,0.088,0.031,0.057
METER,YARD,0.093,0.031,0.062
SUGGESTION,ADVICE,0.095,0.031,0.064
OPINION,IDEA,0.097,0.031,0.066
LONDON,BRIDGE,0.101,0.031,0.070
STREET,AVENUE,0.096,0.678,-0.582
MONEY,SPEND,0.096,0.596,-0.500
GUN,BULLET,0.096,0.589,-0.493
EASY,SIMPLE,0.096,0.392,-0.296
MOTOR,BOAT,0.114,0.031,0.083
PLAYER,TEAM,0.115,0.031,0.084
HOLLER,SCREAM,0.118,0.031,0.087
JUNK,GARBAGE,0.118,0.031,0.087
KETCHUP,TOMATO,0.121,0.031,0.090
SOCKET,WRENCH,0.122,0.031,0.091
FLOUR,SUGAR,0.128,0.031,0.097
OWE,PAY,0.135,0.031,0.104
BRIGHT,SUN,0.150,0.031,0.119
ALBUM,PHOTO,0.153,0.031,0.122
RULE,LAW,0.164,0.031,0.133
JUSTICE,LAW,0.171,0.031,0.140
DIRT,SAND,0.176,0.031,0.145
TRANSPORTATION,BUS,0.189,0.031,0.158
CLASS,SCHOOL,0.203,0.031,0.172
PARENT,MOTHER,0.214,0.031,0.183
STUFF,JUNK,0.240,0.031,0.209
MAGAZINE,BOOK,0.244,0.031,0.213
PREACHER,CHURCH,0.252,0.031,0.221
TEMPLE,CHURCH,0.28,0.031,0.249
HYPOTHESIS,GUESS,0.286,0.031,0.255
EDUCATION,SCHOOL,0.315,0.031,0.284
NECK,HEAD,0.333,0.031,0.302
HAT,HEAD,0.359,0.031,0.328
CARTON,BOX,0.372,0.031,0.341
CONCEPT,IDEA,0.421,0.031,0.390
CITRUS,ORANGE,0.432,0.031,0.401
OFFICER,POLICE,0.466,0.031,0.435
SHEETS,BED,0.476,0.031,0.445
MATTRESS,BED,0.539,0.031,0.508
YACHT,BOAT,0.594,0.031,0.563
CLIMBER,MOUNTAIN,0.603,0.031,0.572
ALTER,CHANGE,0.633,0.031,0.602
OPTION,CHOICE,0.635,0.031,0.604
OCCUPATION,JOB,0.683,0.031,0.652
BAD,BREATH,0.011,0.032,-0.021
COLD,WEATHER,0.011,0.032,-0.021
SHOWER,RAIN,0.011,0.032,-0.021
LAGOON,CREATURE,0.013,0.032,-0.019
MAYBE,UNSURE,0.013,0.032,-0.019
ALERT,NOTIFY,0.014,0.032,-0.018
BEHAVIOR,DISCIPLINE,0.014,0.032,-0.018
INTELLIGENCE,GENIUS,0.014,0.032,-0.018
MARKET,FLEA,0.014,0.032,-0.018
PRESSURE,GAUGE,0.014,0.032,-0.018
TIE,JACKET,0.014,0.032,-0.018
UNION,MARRIAGE,0.014,0.032,-0.018
YOGURT,RASPBERRY,0.014,0.032,-0.018
BEAR,CAVE,0.015,0.032,-0.017
BEAR,HAIRY,0.015,0.032,-0.017
NAILS,HANDS,0.015,0.032,-0.017
CROSSING,PEDESTRIAN,0.020,0.032,-0.012
EXAMINE,INSPECT,0.020,0.032,-0.012
MODERN,TECHNOLOGY,0.020,0.032,-0.012
COLLAR,FLEA,0.022,0.032,-0.010
CHANCE,GAMBLE,0.025,0.032,-0.007
BRICK,CEMENT,0.026,0.032,-0.006
CRUSH,SQUASH,0.027,0.032,-0.005
GRAPE,JELLY,0.027,0.032,-0.005
HALLUCINATION,MIRAGE,0.027,0.032,-0.005
PHRASE,PARAGRAPH,0.027,0.032,-0.005
OXYGEN,BREATH,0.028,0.032,-0.004
SLACKS,TROUSERS,0.029,0.032,-0.003
HUT,COTTAGE,0.030,0.032,-0.002
GUITAR,DRUM,0.034,0.032,0.002
DROP,RAIN,0.036,0.032,0.004
BISCUIT,GRAVY,0.040,0.032,0.008
MAPLE,OAK,0.041,0.032,0.009
SLOB,BUM,0.041,0.032,0.009
MARSH,BOG,0.042,0.032,0.010
SWAMP,ALLIGATOR,0.047,0.032,0.015
UNDERGROUND,BASEMENT,0.047,0.032,0.015
STEWARDESS,PILOT,0.048,0.032,0.016
COMPETITION,COMPETE,0.049,0.032,0.017
MILITARY,UNIFORM,0.050,0.032,0.018
STORAGE,GARAGE,0.054,0.032,0.022
SUPERIOR,BOSS,0.055,0.032,0.023
PLOW,SNOW,0.060,0.032,0.028
WHISPER,TALK,0.061,0.032,0.029
COLONEL,MAJOR,0.062,0.032,0.030
COMPANY,GUEST,0.062,0.032,0.030
THIRST,QUENCH,0.097,0.815,-0.718
COW,BULL,0.097,0.558,-0.461
BUTTERFLY,CATERPILLAR,0.097,0.358,-0.261
AUTHORITY,BOSS,0.064,0.032,0.032
STRAP,LEATHER,0.072,0.032,0.040
BIOLOGIST,CHEMIST,0.073,0.032,0.041
BLOCK,CEMENT,0.073,0.032,0.041
CHRISTMAS,GIFT,0.084,0.032,0.052
SHIELD,SWORD,0.095,0.032,0.063
WEATHER,TEMPERATURE,0.095,0.032,0.063
I,YOU,0.100,0.032,0.068
PEACEFUL,CALM,0.106,0.032,0.074
TECHNOLOGY,SCIENCE,0.11,0.032,0.078
CHINA,DOLL,0.115,0.032,0.083
CALENDAR,YEAR,0.117,0.032,0.085
TOYS,KIDS,0.125,0.032,0.093
DOLL,BABY,0.128,0.032,0.096
MAT,RUG,0.135,0.032,0.103
TEAPOT,KETTLE,0.155,0.032,0.123
ROLL,BREAD,0.159,0.032,0.127
BURIAL,DEATH,0.246,0.032,0.214
SOLUTION,ANSWER,0.291,0.032,0.259
CLOUD,RAIN,0.307,0.032,0.275
STOOL,CHAIR,0.320,0.032,0.288
COLLAR,SHIRT,0.342,0.032,0.310
HEADACHE,PAIN,0.361,0.032,0.329
OUCH,PAIN,0.373,0.032,0.341
THERMOMETER,TEMPERATURE,0.48,0.032,0.448
ROAR,LION,0.614,0.032,0.582
AGONY,PAIN,0.649,0.032,0.617
CRIB,BABY,0.842,0.032,0.810
ATTENTION,IGNORE,0.010,0.033,-0.023
LIE,TELL,0.010,0.033,-0.023
ADMIRE,FOND,0.011,0.033,-0.022
ATTEND,JOIN,0.011,0.033,-0.022
DELIVER,MAILMAN,0.011,0.033,-0.022
SIT,STAY,0.011,0.033,-0.022
COW,FAT,0.012,0.033,-0.021
BELIEVE,GULLIBLE,0.013,0.033,-0.020
DESIGNER,INTERIOR,0.013,0.033,-0.020
FBI,SPY,0.013,0.033,-0.020
PROTON,NUCLEUS,0.013,0.033,-0.020
SAXOPHONE,BLUES,0.013,0.033,-0.020
SAXOPHONE,TUBA,0.013,0.033,-0.020
SKIN,RASH,0.013,0.033,-0.020
UNSURE,CERTAIN,0.013,0.033,-0.020
AUTO,VEHICLE,0.014,0.033,-0.019
CAPACITY,MAXIMUM,0.014,0.033,-0.019
COMPANY,INDUSTRY,0.014,0.033,-0.019
CRASH,BOOM,0.014,0.033,-0.019
DAMN,SWEAR,0.014,0.033,-0.019
DISCOVER,REALIZE,0.014,0.033,-0.019
DRUGS,MAFIA,0.014,0.033,-0.019
DRUNK,WINE,0.014,0.033,-0.019
ELEMENT,NITROGEN,0.014,0.033,-0.019
ENERGY,BATTERY,0.014,0.033,-0.019
FILM,CINEMA,0.014,0.033,-0.019
GRADUATE,HIGH SCHOOL,0.014,0.033,-0.019
HOURS,CREDIT,0.014,0.033,-0.019
HOW,KNOW,0.014,0.033,-0.019
JAR,BOTTLE,0.014,0.033,-0.019
MATURE,SOPHISTICATED,0.014,0.033,-0.019
MEMBER,COMMITTEE,0.014,0.033,-0.019
MUSIC,SING,0.014,0.033,-0.019
PANEL,SIDING,0.014,0.033,-0.019
SORE,HEAL,0.014,0.033,-0.019
SPLINTER,SLIVER,0.014,0.033,-0.019
STALL,DELAY,0.014,0.033,-0.019
TOP,COVER,0.014,0.033,-0.019
TRUCK,HAUL,0.014,0.033,-0.019
YEARN,STRIVE,0.014,0.033,-0.019
CAKE,COOKIE,0.016,0.033,-0.017
TREASURE,PIRATE,0.016,0.033,-0.017
WIFE,MARRY,0.016,0.033,-0.017
BISCUIT,SAUSAGE,0.017,0.033,-0.016
DO,PERFORM,0.017,0.033,-0.016
SPEAK,HEAR,0.017,0.033,-0.016
SNIFF,GLUE,0.019,0.033,-0.014
SWORD,PIRATE,0.019,0.033,-0.014
BASEBALL,HAT,0.020,0.033,-0.013
BROCCOLI,SPINACH,0.020,0.033,-0.013
FBI,DETECTIVE,0.020,0.033,-0.013
LAZY,ACTIVE,0.020,0.033,-0.013
LIZARD,DINOSAUR,0.020,0.033,-0.013
MAFIA,GANGSTER,0.020,0.033,-0.013
NEED,HELP,0.020,0.033,-0.013
SOUTHERN,BAPTIST,0.020,0.033,-0.013
STRAY,WANDER,0.020,0.033,-0.013
BOMB,ATOMIC,0.098,0.638,-0.540
COLD,ICE,0.098,0.364,-0.266
UNEASY,UPTIGHT,0.02,0.033,-0.013
CHINESE,ORIENT,0.021,0.033,-0.012
CROPS,AGRICULTURE,0.021,0.033,-0.012
FLEXIBLE,RIGID,0.021,0.033,-0.012
RELEASE,CAPTURE,0.021,0.033,-0.012
RETURN,EXCHANGE,0.021,0.033,-0.012
BEDROOM,LIVING ROOM,0.022,0.033,-0.011
CAKE,PARTY,0.022,0.033,-0.011
CROSS,CHRIST,0.022,0.033,-0.011
HAT,RACK,0.022,0.033,-0.011
MILITARY,AIR FORCE,0.022,0.033,-0.011
PIN,BOWL,0.022,0.033,-0.011
GOODS,STOLEN,0.023,0.033,-0.010
HAIRY,GORILLA,0.024,0.033,-0.009
HOOD,GANGSTER,0.024,0.033,-0.009
PAY,BUY,0.024,0.033,-0.009
YARN,CROCHET,0.024,0.033,-0.009
AUTUMN,SEASON,0.026,0.033,-0.007
INFLUENCE,AFFECT,0.026,0.033,-0.007
NOISE,HEAR,0.026,0.033,-0.007
APPLIANCE,DISHWASHER,0.027,0.033,-0.006
LASTING,FRIENDSHIP,0.027,0.033,-0.006
MACHINE,ENGINE,0.027,0.033,-0.006
NEIGHBORHOOD,BLOCK,0.027,0.033,-0.006
SHIELD,COVER,0.027,0.033,-0.006
START,ENGINE,0.027,0.033,-0.006
THERAPY,MASSAGE,0.027,0.033,-0.006
TOP,HAT,0.027,0.033,-0.006
CEMETERY,TOMBSTONE,0.028,0.033,-0.005
EVALUATE,APPRAISE,0.028,0.033,-0.005
SHADE,SHADOW,0.028,0.033,-0.005
SPIRIT,CHEERLEADER,0.028,0.033,-0.005
BROTH,BOUILLON,0.030,0.033,-0.003
FARMER,AGRICULTURE,0.030,0.033,-0.003
FOREIGN,EXCHANGE,0.031,0.033,-0.002
CLOTHES,PANTS,0.034,0.033,0.001
